student_id,gender,category,age,hostel_status,commute_distance_km,family_income_slab,income_slab_idx,is_first_generation,has_scholarship,fee_payment_delay_days,att_core1,att_core2,att_lab,att_elective,attendance_month_1,attendance_month_2,attendance_month_3,attendance_percentage,attendance_3m_trend,consecutive_absences,attendance_risk_flag,prev_sem_cgpa,current_cgpa,cgpa_delta,backlog_count,internal_exam_score_pct,stem_core_fail_flag,lms_logins_per_week,assignment_submission_lag_days,resource_access_count,days_since_last_lms_activity,forum_participation_count,ground_truth_risk_prob,is_dropout
IND_2026_0213,Male,SC,20.6,Day Scholar,5.9,>8 LPA,3,0,1,3,46.0,48.3,46.6,58.6,37.3,46.2,59.3,49.2,11.02,22,1,6.92,6.19,-0.73,2,56.9,0,3.6,-0.6,41,14,1,0.7728,1
IND_2026_0214,Female,ST,18.4,Hosteler,0.5,2-5 LPA,1,0,1,3,53.3,44.8,54.6,36.6,52.6,54.3,39.1,47.8,-6.74,18,1,8.76,7.97,-0.79,0,72.9,0,3.8,-3.5,39,19,3,0.6908,1
IND_2026_0215,Female,SC,21.2,Hosteler,0.5,2-5 LPA,1,0,1,0,90.3,80.0,83.8,79.3,87.3,86.3,71.6,80.7,-7.84,0,0,5.91,6.78,0.87,0,59.7,0,5.3,1.0,66,7,4,0.0844,0
IND_2026_0216,Female,General,19.1,Day Scholar,7.8,2-5 LPA,1,1,0,20,89.0,81.6,89.4,75.5,88.8,80.7,81.0,82.8,-3.9,0,0,5.61,5.75,0.14,0,60.2,0,5.2,1.9,117,12,3,0.298,0
IND_2026_0217,Male,OBC,20.9,Day Scholar,11.9,<2 LPA,0,1,0,45,81.3,78.0,91.5,73.4,85.3,77.8,76.2,79.0,-4.54,0,0,7.63,8.33,0.7,1,75.3,0,8.1,-2.9,39,6,1,0.8249,1
IND_2026_0218,Male,General,20.1,Day Scholar,6.0,5-8 LPA,2,0,0,5,67.0,81.6,84.8,76.1,78.8,75.8,84.8,80.2,3.01,1,0,7.77,7.19,-0.58,0,68.2,0,7.0,-2.7,59,12,2,0.1122,0
IND_2026_0219,Female,OBC,18.3,Hosteler,0.5,<2 LPA,0,1,1,1,91.0,87.2,88.6,99.1,89.9,89.8,87.8,89.0,-1.05,2,0,5.99,7.55,1.56,0,64.5,0,5.2,1.3,44,7,6,0.0322,0
IND_2026_0220,Male,EWS,19.7,Hosteler,0.5,2-5 LPA,1,0,1,30,91.0,78.8,86.1,81.2,75.6,79.3,82.4,79.6,3.43,1,0,9.08,9.03,-0.05,0,85.9,0,7.6,-3.0,57,7,0,0.0305,0
IND_2026_0221,Male,OBC,20.6,Day Scholar,5.9,2-5 LPA,1,1,1,4,88.9,90.2,86.8,73.9,75.6,86.2,81.4,81.6,2.89,1,0,9.89,10.0,0.11,0,89.2,0,5.9,2.0,50,3,2,0.0236,0
IND_2026_0222,Male,OBC,20.9,Hosteler,0.5,<2 LPA,0,1,1,19,62.8,62.3,62.8,45.2,56.9,57.3,69.7,62.2,6.44,8,1,6.32,6.39,0.07,3,54.8,0,7.0,-0.5,13,12,2,0.6208,1
IND_2026_0223,Female,General,19.9,Hosteler,0.5,<2 LPA,0,0,0,45,70.4,75.5,79.3,63.5,74.1,74.0,72.1,73.3,-0.98,4,1,9.28,9.01,-0.27,0,85.0,0,9.0,-2.3,40,5,6,0.6158,1
IND_2026_0224,Female,EWS,22.1,Day Scholar,6.5,5-8 LPA,2,0,0,1,48.6,52.5,58.0,46.0,57.2,52.7,51.8,53.5,-2.72,9,1,3.87,3.7,-0.17,4,40.4,1,4.0,0.9,44,19,0,0.9782,1
IND_2026_0225,Male,General,21.4,Hosteler,0.5,<2 LPA,0,1,1,18,70.0,52.7,64.4,52.0,59.6,55.7,50.7,54.7,-4.47,6,1,8.71,8.59,-0.12,2,83.8,0,6.9,-1.6,27,10,2,0.3289,0
IND_2026_0226,Female,General,19.8,Day Scholar,3.2,2-5 LPA,1,0,1,3,46.1,52.2,57.2,51.0,54.1,54.6,58.5,56.0,2.2,5,1,6.0,5.2,-0.8,1,51.9,0,8.4,2.7,48,12,4,0.7867,1
IND_2026_0227,Male,General,21.1,Hosteler,0.5,2-5 LPA,1,0,0,12,37.4,42.6,41.7,26.4,46.6,48.3,45.5,46.7,-0.57,14,1,8.57,7.55,-1.02,2,71.1,0,5.2,1.8,37,12,3,0.9157,1
IND_2026_0228,Male,General,22.6,Day Scholar,10.8,2-5 LPA,1,1,0,4,80.7,68.2,80.9,72.4,70.1,75.6,79.6,75.8,4.73,0,0,5.85,5.89,0.04,0,54.3,0,4.2,1.9,34,13,3,0.3659,0
IND_2026_0229,Female,OBC,22.6,Day Scholar,10.1,<2 LPA,0,1,1,3,77.8,82.5,81.3,85.6,80.7,80.9,77.3,79.4,-1.69,1,0,7.1,7.16,0.06,0,72.0,0,8.0,-0.6,61,8,0,0.1878,0
IND_2026_0230,Male,OBC,18.5,Day Scholar,3.9,5-8 LPA,2,0,0,3,37.5,41.8,49.4,53.9,35.1,45.4,44.8,42.6,4.84,21,1,6.07,5.89,-0.18,1,53.1,0,2.3,-0.5,41,19,2,0.9464,1
IND_2026_0231,Male,General,18.9,Hosteler,0.5,>8 LPA,3,0,0,2,75.7,64.5,71.1,51.2,63.1,59.7,68.2,63.9,2.52,10,1,6.9,6.94,0.04,0,70.1,0,5.6,-0.5,44,10,5,0.3786,0
IND_2026_0232,Male,General,22.0,Day Scholar,8.8,<2 LPA,0,1,0,32,74.9,69.0,68.6,64.5,73.6,73.7,73.7,73.7,0.05,6,1,9.76,9.7,-0.06,0,98.3,0,6.5,-2.6,72,4,3,0.0977,0
IND_2026_0233,Female,General,18.7,Day Scholar,5.6,>8 LPA,3,1,1,1,52.1,70.7,58.7,46.4,53.2,55.1,41.6,49.2,-5.78,8,1,7.05,6.68,-0.37,2,59.3,0,3.8,3.2,36,14,1,0.7308,1
IND_2026_0234,Female,OBC,18.4,Hosteler,0.5,2-5 LPA,1,1,0,32,79.9,83.2,92.9,85.8,81.8,90.4,94.7,90.0,6.45,1,0,9.95,9.4,-0.55,0,85.8,0,7.8,0.2,24,3,4,0.0487,0
IND_2026_0235,Female,General,19.5,Hosteler,0.5,5-8 LPA,2,0,0,4,100.0,81.2,99.2,82.1,77.5,95.0,100.0,92.6,11.26,1,0,6.66,6.82,0.16,0,62.1,0,9.0,-1.5,36,9,1,0.0141,0
IND_2026_0236,Female,SC,20.6,Hosteler,0.5,5-8 LPA,2,1,0,1,70.0,61.3,74.6,79.9,74.2,69.3,67.4,69.7,-3.4,3,1,9.29,9.29,0.0,0,80.9,0,9.5,-3.4,19,6,4,0.1249,0
IND_2026_0237,Male,General,20.0,Day Scholar,15.9,5-8 LPA,2,0,0,0,79.2,75.0,66.9,69.1,63.0,74.9,68.9,69.5,2.96,3,1,4.92,5.28,0.36,0,47.8,0,7.4,3.2,46,17,1,0.1581,0
IND_2026_0238,Female,General,19.3,Day Scholar,8.1,5-8 LPA,2,0,0,2,80.1,82.1,83.9,71.9,87.4,73.6,60.5,71.8,-13.43,3,1,6.8,6.81,0.01,0,71.2,0,7.0,-0.4,57,8,6,0.3655,0
IND_2026_0239,Male,OBC,19.2,Day Scholar,15.5,2-5 LPA,1,1,0,23,54.1,53.5,62.9,66.4,52.2,58.2,55.9,55.8,1.83,10,1,6.45,6.63,0.18,2,57.8,0,5.0,-0.4,52,14,3,0.9174,1
IND_2026_0240,Male,OBC,19.2,Day Scholar,7.4,2-5 LPA,1,0,1,4,61.4,71.5,63.6,62.3,68.1,63.2,59.0,62.7,-4.55,9,1,9.35,9.43,0.08,2,96.2,0,2.3,2.2,53,9,0,0.4786,0
IND_2026_0241,Female,General,19.0,Day Scholar,13.8,2-5 LPA,1,1,0,22,43.4,38.8,35.5,35.5,34.4,36.5,26.7,32.1,-3.85,13,1,7.46,6.17,-1.29,1,56.4,0,5.0,-0.4,45,14,1,0.9926,1
IND_2026_0242,Female,General,23.1,Day Scholar,8.0,<2 LPA,0,0,0,48,97.0,87.2,93.2,81.0,90.4,86.7,78.6,84.4,-5.9,2,0,4.28,4.45,0.17,1,52.8,0,1.2,-1.1,18,13,2,0.929,1
IND_2026_0243,Male,ST,20.5,Hosteler,0.5,5-8 LPA,2,0,1,1,71.2,81.0,89.2,70.8,78.2,89.0,83.6,84.1,2.73,1,0,5.37,5.78,0.41,0,51.5,1,2.5,-1.3,37,8,1,0.128,0
IND_2026_0244,Male,General,21.3,Day Scholar,3.2,<2 LPA,0,0,1,32,99.1,96.8,97.9,89.5,96.4,100.0,97.1,97.9,0.35,0,0,5.78,6.15,0.37,0,57.7,0,6.8,-4.2,23,6,1,0.3577,0
IND_2026_0245,Female,OBC,19.5,Hosteler,0.5,2-5 LPA,1,1,0,12,63.7,69.2,71.7,77.7,71.3,67.9,52.3,62.5,-9.49,4,1,8.51,8.89,0.38,1,79.9,0,7.3,-0.3,35,12,3,0.4339,0
IND_2026_0246,Female,OBC,19.9,Day Scholar,9.3,<2 LPA,0,1,1,1,57.8,66.2,60.9,66.5,56.8,70.2,66.0,65.2,4.6,6,1,8.33,7.59,-0.74,0,68.7,0,5.4,-2.4,79,8,1,0.5108,1
IND_2026_0247,Female,General,19.2,Day Scholar,6.7,<2 LPA,0,1,0,18,82.3,77.0,80.5,80.6,80.5,74.6,82.2,79.1,0.83,2,0,6.78,7.02,0.24,0,73.4,0,9.8,-2.2,66,10,4,0.1917,0
IND_2026_0248,Male,OBC,17.5,Hosteler,0.5,5-8 LPA,2,1,0,4,47.1,54.2,50.9,46.3,51.7,49.5,65.2,56.3,6.73,8,1,6.43,6.29,-0.14,1,62.1,1,6.3,-1.6,45,10,1,0.6986,1
IND_2026_0249,Male,SC,18.3,Day Scholar,14.7,5-8 LPA,2,1,0,1,84.9,98.6,88.1,92.1,82.7,86.4,93.0,88.1,5.16,1,0,8.2,8.39,0.19,0,84.8,0,7.2,-3.0,43,5,3,0.0375,0
IND_2026_0250,Male,SC,17.7,Hosteler,0.5,2-5 LPA,1,0,1,0,73.8,80.0,88.7,67.1,89.9,78.8,72.4,79.0,-8.76,0,0,5.62,5.48,-0.14,0,45.5,0,8.8,-2.4,23,12,3,0.3181,0
IND_2026_0251,Female,General,17.5,Day Scholar,12.2,<2 LPA,0,1,0,19,59.6,67.4,74.8,49.6,61.3,61.8,59.6,60.8,-0.82,4,1,7.84,7.45,-0.39,2,74.0,0,9.2,-0.0,40,9,4,0.602,1
IND_2026_0252,Female,General,18.5,Day Scholar,5.8,2-5 LPA,1,1,0,14,63.7,67.1,69.0,58.2,59.1,57.5,68.5,62.3,4.7,11,1,7.72,7.77,0.05,4,69.0,1,7.3,-1.0,63,11,3,0.8554,1
IND_2026_0253,Male,General,21.8,Day Scholar,2.9,2-5 LPA,1,0,0,24,59.3,66.9,66.8,77.0,66.3,70.0,69.2,68.8,1.48,2,1,6.82,6.44,-0.38,0,54.5,0,4.4,-0.4,44,8,4,0.8659,1
IND_2026_0254,Male,OBC,20.0,Hosteler,0.5,5-8 LPA,2,0,0,6,74.7,65.8,68.3,76.5,71.2,73.9,59.0,67.2,-6.09,6,1,7.76,7.08,-0.68,0,68.5,0,5.1,4.5,18,8,2,0.8514,1
IND_2026_0255,Male,SC,21.8,Hosteler,0.5,2-5 LPA,1,0,1,3,49.9,51.9,52.8,41.8,42.6,52.1,44.0,46.5,0.68,22,1,7.34,7.15,-0.19,2,69.1,0,2.4,-0.4,35,11,4,0.9515,1
IND_2026_0256,Female,General,20.6,Hosteler,0.5,2-5 LPA,1,0,0,3,100.0,100.0,95.7,91.3,95.3,100.0,99.3,98.6,2.03,1,0,7.9,8.67,0.77,0,82.6,0,8.3,-0.7,21,2,2,0.005,0
IND_2026_0257,Female,General,21.1,Hosteler,0.5,2-5 LPA,1,1,1,3,59.0,61.4,61.7,46.5,67.1,60.9,62.3,63.0,-2.39,8,1,5.33,5.48,0.15,0,55.6,0,3.2,1.5,48,12,3,0.5048,1
IND_2026_0258,Male,ST,18.9,Hosteler,0.5,>8 LPA,3,0,1,4,74.5,74.0,87.5,76.3,82.3,74.4,71.7,75.3,-5.29,2,0,8.06,8.41,0.35,0,84.3,0,6.5,-1.4,31,6,8,0.1035,0
IND_2026_0259,Male,General,20.8,Hosteler,0.5,5-8 LPA,2,0,0,4,75.1,66.6,64.3,63.6,71.5,64.8,68.6,68.0,-1.41,2,1,8.64,9.45,0.81,0,97.1,0,7.8,-0.8,25,5,5,0.1046,0
IND_2026_0260,Female,OBC,21.0,Day Scholar,11.6,2-5 LPA,1,1,0,32,45.2,48.3,49.7,52.2,40.7,57.1,52.1,51.0,5.7,8,1,7.65,7.55,-0.1,3,65.8,0,1.7,-0.2,51,10,6,0.9265,1
IND_2026_0261,Male,SC,19.4,Hosteler,0.5,2-5 LPA,1,0,1,5,35.0,34.4,40.1,40.4,38.3,34.6,27.0,32.5,-5.67,23,1,8.04,6.65,-1.39,2,70.7,1,1.9,1.0,38,14,3,0.9835,1
IND_2026_0262,Female,General,20.8,Hosteler,0.5,<2 LPA,0,1,0,0,94.6,100.0,95.4,86.9,85.2,88.4,92.7,89.3,3.74,2,0,7.05,7.62,0.57,0,81.8,0,6.4,-2.8,49,5,4,0.1806,0
IND_2026_0263,Male,General,20.8,Day Scholar,18.3,>8 LPA,3,0,0,4,62.9,61.9,71.8,72.2,67.3,74.8,67.9,70.1,0.31,3,1,8.45,8.08,-0.37,0,74.9,0,6.7,-2.1,109,7,1,0.2657,0
IND_2026_0264,Male,General,19.4,Day Scholar,9.5,2-5 LPA,1,0,0,14,63.6,64.6,63.7,52.4,45.9,64.0,68.2,61.2,11.18,4,1,7.29,6.74,-0.55,1,55.7,0,4.8,-0.3,47,10,5,0.6728,1
IND_2026_0265,Female,ST,18.6,Day Scholar,7.3,2-5 LPA,1,0,0,20,88.9,80.6,91.8,87.1,86.2,82.0,78.3,81.6,-3.95,1,0,5.59,5.12,-0.47,0,41.7,0,5.4,-4.8,27,10,5,0.5404,1
IND_2026_0266,Male,General,18.6,Day Scholar,13.8,>8 LPA,3,0,0,1,96.8,90.0,100.0,83.7,84.7,88.2,90.6,88.3,2.94,2,0,8.35,8.55,0.2,0,78.9,0,6.4,1.6,59,7,4,0.0335,0
IND_2026_0267,Male,General,20.2,Day Scholar,17.6,5-8 LPA,2,0,0,1,60.6,69.4,58.7,56.5,59.8,53.2,46.5,52.2,-6.62,7,1,4.91,4.59,-0.32,1,53.7,0,1.5,5.3,26,18,1,0.9893,1
IND_2026_0268,Male,General,20.5,Day Scholar,19.5,<2 LPA,0,1,1,1,71.1,58.1,67.2,64.0,62.6,63.6,60.4,62.1,-1.05,5,1,7.6,7.25,-0.35,0,69.0,0,5.0,-0.2,65,10,1,0.3179,0
IND_2026_0269,Male,General,19.1,Day Scholar,22.6,<2 LPA,0,0,1,3,79.0,75.7,89.8,78.2,75.9,84.1,78.2,79.7,1.13,2,0,6.66,6.28,-0.38,0,56.6,0,6.0,0.7,44,8,2,0.1181,0
IND_2026_0270,Male,OBC,20.1,Day Scholar,16.7,<2 LPA,0,1,1,2,70.6,75.7,77.6,79.4,80.0,72.6,72.7,74.5,-3.67,5,1,6.57,5.87,-0.7,0,52.3,0,5.4,1.9,43,10,2,0.3786,0
IND_2026_0271,Male,General,20.8,Hosteler,0.5,2-5 LPA,1,1,1,2,93.3,75.9,79.3,67.6,77.4,85.0,84.6,82.9,3.62,2,0,7.44,8.59,1.15,0,75.0,0,7.8,-4.5,24,7,4,0.0169,0
IND_2026_0272,Male,OBC,20.9,Hosteler,0.5,<2 LPA,0,0,1,2,81.2,95.3,95.4,81.0,90.7,90.8,97.1,93.3,3.19,1,0,6.21,6.81,0.6,0,69.1,0,8.1,0.7,45,6,4,0.0731,0
IND_2026_0273,Male,OBC,22.1,Day Scholar,10.9,>8 LPA,3,0,0,3,35.5,41.1,52.3,40.2,47.2,53.3,34.0,44.1,-6.62,20,1,7.92,6.78,-1.14,3,63.9,0,6.4,-0.8,31,18,1,0.922,1
IND_2026_0274,Female,SC,21.8,Hosteler,0.5,>8 LPA,3,0,0,3,60.6,60.8,62.7,45.1,55.9,58.5,59.7,58.3,1.87,6,1,7.28,7.07,-0.21,2,77.7,1,4.5,4.7,22,15,3,0.9061,1
IND_2026_0275,Female,General,18.8,Day Scholar,13.9,2-5 LPA,1,1,0,10,34.7,17.7,28.6,20.1,23.6,24.6,28.6,26.0,2.49,10,1,6.34,6.1,-0.24,1,61.1,1,0.8,0.5,25,26,2,0.9719,1
IND_2026_0276,Male,ST,22.3,Hosteler,0.5,5-8 LPA,2,0,0,0,95.6,84.6,92.7,89.9,97.9,96.8,90.4,94.5,-3.75,0,0,9.07,9.84,0.77,0,97.6,0,11.2,-0.3,64,2,2,0.0078,0
IND_2026_0277,Male,OBC,19.4,Hosteler,0.5,2-5 LPA,1,0,0,11,94.4,87.1,92.1,95.5,76.8,87.0,93.2,87.0,8.2,0,0,7.49,6.54,-0.95,0,60.9,0,7.6,-1.5,41,11,3,0.1232,0
IND_2026_0278,Male,General,21.5,Hosteler,0.5,<2 LPA,0,1,1,2,62.1,65.5,83.0,73.1,69.5,66.9,75.2,70.9,2.86,6,1,8.08,9.17,1.09,0,81.7,0,5.4,3.5,23,19,1,0.1124,0
IND_2026_0279,Female,SC,20.2,Day Scholar,9.8,5-8 LPA,2,0,0,4,69.5,80.9,71.6,77.7,77.5,71.6,69.0,72.0,-4.24,2,1,9.18,8.27,-0.91,0,74.2,0,7.5,-2.3,37,8,1,0.1714,0
IND_2026_0280,Female,ST,19.6,Hosteler,0.5,<2 LPA,0,1,0,94,71.2,74.0,85.5,82.6,91.8,81.4,72.7,80.5,-9.57,2,0,9.16,9.2,0.04,0,80.6,0,9.9,0.9,38,6,4,0.7806,1
IND_2026_0281,Male,General,17.7,Day Scholar,18.8,<2 LPA,0,0,0,33,93.8,83.4,91.5,83.3,84.0,82.7,92.1,86.8,4.05,0,0,8.01,7.79,-0.22,0,78.6,0,10.9,-0.1,48,4,0,0.0674,0
IND_2026_0282,Male,ST,19.9,Day Scholar,11.7,2-5 LPA,1,1,1,0,68.5,80.1,79.0,76.7,77.5,77.5,76.6,77.2,-0.44,2,0,6.78,6.5,-0.28,0,59.8,0,6.9,0.1,40,17,7,0.502,1
IND_2026_0283,Male,OBC,18.1,Hosteler,0.5,<2 LPA,0,0,0,0,62.3,66.7,74.9,73.0,59.8,61.7,73.7,66.0,6.91,3,1,5.2,5.1,-0.1,1,53.2,0,7.4,0.5,28,12,2,0.4552,0
IND_2026_0284,Male,OBC,21.4,Day Scholar,6.0,2-5 LPA,1,1,0,22,76.3,64.9,79.0,79.6,67.2,71.8,75.5,72.1,4.18,6,1,7.49,6.49,-1.0,0,62.3,0,3.7,-2.1,31,29,1,0.78,1
IND_2026_0285,Male,EWS,22.1,Hosteler,0.5,5-8 LPA,2,0,1,2,86.6,91.5,86.0,77.3,70.6,81.2,80.8,78.4,5.1,0,0,8.73,8.77,0.04,0,81.9,0,7.4,-7.2,46,4,4,0.0134,0
IND_2026_0286,Male,OBC,19.1,Hosteler,0.5,5-8 LPA,2,0,0,3,60.1,55.6,61.2,47.6,70.5,61.5,48.8,58.6,-10.89,11,1,7.7,7.81,0.11,1,68.3,0,5.5,1.8,58,12,1,0.7061,1
IND_2026_0287,Male,SC,20.5,Day Scholar,12.8,5-8 LPA,2,0,1,0,56.6,52.1,50.6,39.2,45.9,51.6,51.3,50.0,2.67,5,1,3.5,2.5,-1.0,3,25.3,0,4.1,0.2,29,16,2,0.9614,1
IND_2026_0288,Male,General,19.2,Day Scholar,15.7,5-8 LPA,2,0,0,4,83.1,78.8,85.0,75.6,71.1,79.6,91.2,82.1,10.07,0,0,8.42,7.97,-0.45,0,74.6,0,10.5,1.2,82,6,8,0.0657,0
IND_2026_0289,Male,SC,19.3,Hosteler,0.5,2-5 LPA,1,0,1,2,80.1,85.3,83.4,63.0,85.9,78.2,77.2,79.7,-4.31,2,0,8.5,8.55,0.05,0,85.7,0,7.9,-0.7,74,7,1,0.0321,0
IND_2026_0290,Male,OBC,21.1,Day Scholar,28.3,5-8 LPA,2,0,0,2,26.8,35.9,44.7,44.0,35.4,33.4,38.4,35.9,1.54,22,1,6.78,5.65,-1.13,1,50.1,1,2.3,3.4,56,17,2,0.9378,1
IND_2026_0291,Female,General,20.0,Hosteler,0.5,2-5 LPA,1,1,1,5,88.3,80.4,96.5,87.1,83.9,85.2,79.7,82.7,-2.07,0,0,8.58,8.5,-0.08,0,83.8,0,5.0,0.2,83,5,5,0.0911,0
IND_2026_0292,Male,OBC,22.4,Day Scholar,9.5,2-5 LPA,1,1,1,19,70.4,64.9,78.6,60.2,62.1,63.1,69.7,65.5,3.8,4,1,8.08,7.31,-0.77,0,77.6,0,9.5,-6.1,76,9,6,0.2519,0
IND_2026_0293,Female,General,19.5,Day Scholar,2.8,>8 LPA,3,0,0,2,85.5,78.9,80.4,70.4,87.8,81.2,79.1,82.0,-4.35,1,0,6.24,6.65,0.41,0,64.5,0,7.7,0.4,24,9,4,0.1163,0
IND_2026_0294,Male,General,21.4,Day Scholar,8.1,2-5 LPA,1,1,1,1,52.3,54.5,56.7,55.6,49.4,51.4,43.3,47.7,-3.06,21,1,8.98,8.57,-0.41,1,85.3,0,6.9,-1.3,49,11,2,0.8504,1
IND_2026_0295,Female,General,20.2,Day Scholar,16.1,<2 LPA,0,1,1,1,34.1,34.7,48.6,31.3,34.2,40.4,49.8,42.6,7.82,23,1,5.43,4.14,-1.29,5,42.2,1,3.1,3.5,47,16,2,0.984,1
IND_2026_0296,Female,General,21.1,Hosteler,0.5,2-5 LPA,1,0,0,11,78.0,84.9,80.9,64.7,72.9,83.5,77.4,78.4,2.21,1,0,7.12,6.79,-0.33,0,74.0,0,7.1,0.4,74,7,5,0.5068,1
IND_2026_0297,Female,General,19.5,Day Scholar,10.4,2-5 LPA,1,0,1,0,53.8,49.6,56.4,46.4,48.7,53.2,51.1,51.2,1.18,10,1,6.98,6.45,-0.53,3,63.1,0,3.2,1.4,23,16,3,0.9467,1
IND_2026_0298,Female,General,20.0,Day Scholar,24.3,2-5 LPA,1,0,0,4,34.7,37.6,46.7,36.4,42.3,36.5,37.1,38.2,-2.59,24,1,6.04,4.69,-1.35,3,48.1,1,4.6,0.3,37,15,3,0.9958,1
IND_2026_0299,Female,SC,19.9,Day Scholar,5.7,2-5 LPA,1,1,1,4,60.4,55.8,66.2,64.6,60.0,60.5,67.2,63.1,3.59,9,1,7.63,7.41,-0.22,2,70.2,0,3.8,-2.6,39,14,2,0.5044,1
IND_2026_0300,Female,SC,19.0,Hosteler,0.5,>8 LPA,3,0,1,4,74.7,71.7,83.3,85.2,80.9,75.0,78.7,77.9,-1.1,0,0,9.03,9.76,0.73,0,88.8,0,7.2,-2.7,108,16,4,0.0425,0
IND_2026_0301,Female,SC,21.0,Hosteler,0.5,2-5 LPA,1,1,1,1,44.8,34.6,37.3,44.7,30.3,42.2,37.8,37.4,3.74,14,1,8.95,7.98,-0.97,2,69.8,0,4.0,-4.0,18,11,1,0.8833,1
IND_2026_0302,Male,General,20.9,Hosteler,0.5,2-5 LPA,1,0,1,2,84.5,87.7,99.6,91.0,91.1,90.3,95.6,92.6,2.28,0,0,8.21,8.1,-0.11,0,83.3,0,1.3,-3.0,33,5,4,0.03,0
IND_2026_0303,Male,ST,20.9,Hosteler,0.5,2-5 LPA,1,1,1,7,80.8,84.5,89.7,91.9,88.7,84.5,86.7,86.4,-0.99,2,0,4.83,5.29,0.46,0,45.2,0,5.6,-3.9,17,8,2,0.0869,0
IND_2026_0304,Male,OBC,22.1,Hosteler,0.5,5-8 LPA,2,0,0,7,59.7,56.3,67.6,55.0,72.9,59.5,50.2,59.1,-11.35,7,1,5.33,4.85,-0.48,0,49.8,0,3.0,-2.9,33,15,4,0.987,1
IND_2026_0305,Female,General,22.0,Hosteler,0.5,<2 LPA,0,0,1,2,87.9,82.0,83.1,63.4,77.6,74.2,80.9,77.7,1.62,2,0,7.43,7.43,0.0,0,72.7,0,6.4,-0.8,113,8,0,0.1739,0
IND_2026_0306,Male,General,19.6,Day Scholar,21.0,<2 LPA,0,1,1,2,65.4,54.8,63.8,52.4,71.9,52.1,48.5,55.6,-11.72,6,1,7.15,6.88,-0.27,3,69.9,0,5.6,0.9,34,14,3,0.9136,1
IND_2026_0307,Male,SC,20.6,Hosteler,0.5,2-5 LPA,1,1,0,13,62.0,66.9,75.6,64.2,75.3,70.0,71.3,71.8,-1.99,5,1,6.5,6.73,0.23,0,61.4,0,9.8,-0.7,40,8,2,0.4058,0
IND_2026_0308,Female,General,19.3,Day Scholar,12.3,5-8 LPA,2,0,0,0,68.4,58.1,67.4,53.8,62.0,63.8,55.7,60.1,-3.16,7,1,9.87,9.51,-0.36,3,86.4,0,7.6,-2.3,53,7,4,0.5297,1
IND_2026_0309,Male,OBC,20.1,Day Scholar,17.4,5-8 LPA,2,0,0,5,76.1,73.5,71.2,59.3,69.0,68.8,68.0,68.5,-0.5,6,1,7.35,7.16,-0.19,0,69.9,0,7.0,-2.8,36,12,2,0.4815,0
IND_2026_0310,Male,EWS,19.3,Day Scholar,21.4,2-5 LPA,1,1,0,4,75.6,83.8,80.8,77.4,76.9,88.9,97.6,89.4,10.38,2,0,7.96,9.25,1.29,0,86.4,0,9.2,-2.7,58,3,4,0.0018,0
IND_2026_0311,Male,General,22.2,Day Scholar,14.4,5-8 LPA,2,0,0,4,63.4,78.0,84.8,80.8,89.1,81.5,64.1,76.5,-12.51,2,0,8.58,9.16,0.58,0,80.9,0,9.3,-3.4,54,5,3,0.0762,0
IND_2026_0312,Male,General,20.6,Day Scholar,30.1,2-5 LPA,1,0,1,9,50.2,42.7,51.4,60.6,31.2,52.7,62.8,51.4,15.79,4,1,7.28,7.07,-0.21,0,76.9,0,6.4,-0.3,23,12,2,0.1166,0
IND_2026_0313,Male,EWS,19.8,Day Scholar,15.1,<2 LPA,0,1,1,1,72.1,59.1,64.1,51.3,62.5,72.9,71.3,69.7,4.38,3,1,9.95,9.88,-0.07,0,89.9,0,8.1,-4.9,43,5,3,0.0289,0
IND_2026_0314,Male,OBC,21.7,Day Scholar,6.2,<2 LPA,0,1,1,2,100.0,88.6,95.6,84.6,99.6,95.3,100.0,98.2,0.17,1,0,5.88,6.01,0.13,0,52.1,0,8.5,0.3,59,9,0,0.1593,0
IND_2026_0315,Male,General,17.5,Day Scholar,12.0,<2 LPA,0,1,0,45,43.8,56.3,54.2,41.5,50.4,49.3,37.4,44.8,-6.52,20,1,6.35,6.1,-0.25,1,56.7,1,0.0,-0.9,47,13,5,0.9912,1
IND_2026_0316,Male,ST,17.5,Day Scholar,17.8,2-5 LPA,1,0,1,1,87.7,80.2,80.9,80.6,76.3,77.2,76.6,76.7,0.16,1,0,5.88,5.99,0.11,0,63.2,0,10.3,0.2,67,10,0,0.04,0
IND_2026_0317,Male,ST,21.1,Day Scholar,21.4,2-5 LPA,1,1,0,3,37.7,46.3,46.5,47.6,53.7,57.2,48.2,52.7,-2.73,5,1,9.39,8.57,-0.82,3,70.6,0,9.4,1.3,44,12,0,0.5929,1
IND_2026_0318,Female,OBC,20.2,Day Scholar,11.4,2-5 LPA,1,0,0,21,77.2,76.3,81.9,72.3,76.8,79.4,79.8,78.9,1.49,1,0,8.32,8.31,-0.01,0,84.8,0,7.7,-0.6,51,14,5,0.1745,0
IND_2026_0319,Male,OBC,20.4,Hosteler,0.5,2-5 LPA,1,1,1,2,56.1,54.1,67.3,61.6,59.4,56.0,50.8,54.8,-4.28,10,1,6.44,5.5,-0.94,0,47.7,0,2.1,2.0,45,11,2,0.9489,1
